count,timestamp,execution_id,log,retries,execution_time,benchmark_duration,download_duration,lr_duration
0,2024-12-19T10:33:05.187382+00:00,vcixklsu7fla,Execution finished,0,575.0,BM PASSED: 3679,231,283
1,2024-12-19T10:33:06.851933+00:00,vcixg1x3ezep,Execution finished,0,1639.0,Fast instance,125,1510
2,2024-12-19T10:33:20.489539+00:00,50b9ceq36oqf,Crashing instance,0,14743.0,BM: 5488 > 3854,---,0
3,2024-12-19T10:33:08.754074+00:00,g45qnq6bqj8t,Crashing instance,0,1959.0,BM: 4795 > 3854,---,0
4,2024-12-19T10:33:08.743347+00:00,vcixd8kk226o,Execution finished,1,1703.0,Fast instance,198,1501
5,2024-12-19T10:33:10.548213+00:00,vcixfvm63n94,Execution finished,0,1767.0,Fast instance,106,1602
6,2024-12-19T10:33:12.355758+00:00,vcixcd4ygy5v,Execution finished,0,1792.0,Fast instance,178,1611
7,2024-12-19T10:33:14.258462+00:00,68x7gu0ye69y,Crashing instance,0,2357.0,BM: 5203 > 3854,---,0
8,2024-12-19T10:33:14.251020+00:00,vcix0uactous,Execution finished,1,1788.0,Fast instance,82,1703
9,2024-12-19T10:33:16.153728+00:00,vcixetumrkbn,Execution finished,0,1874.0,Fast instance,168,1702
10,2024-12-19T10:33:18.353784+00:00,vcixitjf9xyb,Execution finished,0,2182.0,Fast instance,269,1910
11,2024-12-19T10:33:20.472071+00:00,k23rkqmgl9ka,Crashing instance,0,3839.0,BM: 11637 > 3854,---,0
12,2024-12-19T10:33:20.464402+00:00,un7c920t02pg,Crashing instance,0,3230.0,BM: 6096 > 3854,---,0
13,2024-12-19T10:33:22.477761+00:00,z68n14esjneh,Crashing instance,0,4173.0,BM: 6147 > 3854,---,0
14,2024-12-19T10:33:20.453663+00:00,vcixwg0p300v,Execution finished,3,2099.0,Fast instance,292,1803
15,2024-12-19T10:33:22.469424+00:00,mwhac2lcqb3b,Crashing instance,0,3157.0,BM: 4978 > 3854,---,0
16,2024-12-19T10:33:22.451095+00:00,j5h9ri5iegj9,Crashing instance,0,2016.0,BM: 3983 > 3854,---,0
17,2024-12-19T10:33:22.444686+00:00,vcixnw64lqta,Execution finished,3,1833.0,Fast instance,128,1703
18,2024-12-19T10:33:24.946261+00:00,vcixewmitpj3,Execution finished,0,1758.0,Fast instance,149,1606
19,2024-12-19T10:33:26.843427+00:00,vcixcpea7hbo,Execution finished,0,1880.0,Fast instance,174,1703
20,2024-12-19T10:33:28.153906+00:00,wtskivj5mco3,Execution finished,0,2172.0,BM PASSED: 3812,553,1607
21,2024-12-19T10:33:29.839908+00:00,wtsk5vxkyp4i,Execution finished,0,1671.0,Fast instance,74,1595
22,2024-12-19T10:33:30.948582+00:00,vcixc810gc57,Execution finished,0,1765.0,Fast instance,155,1606
23,2024-12-19T10:33:32.747228+00:00,vcixkxdvw9l8,Execution finished,0,1781.0,Fast instance,175,1603
24,2024-12-19T10:33:32.850260+00:00,wtskohnu057d,Execution finished,0,1691.0,Fast instance,82,1606
25,2024-12-19T10:33:35.076275+00:00,b5se5ckw0sk9,Crashing instance,0,2695.0,BM: 10842 > 3854,---,0
26,2024-12-19T10:33:35.055467+00:00,sak4d116vl3x,Crashing instance,0,2096.0,BM: 3947 > 3854,---,0
27,2024-12-19T10:33:35.047927+00:00,vcixrlwtwtsz,Execution finished,2,1905.0,Fast instance,196,1705
28,2024-12-19T10:33:36.642318+00:00,wtskl6dyono5,Execution finished,0,1662.0,Fast instance,68,1592
29,2024-12-19T10:33:38.540745+00:00,vcix071ic6x8,Execution finished,0,1882.0,Fast instance,180,1699
30,2024-12-19T10:33:38.437315+00:00,wtsk9pz8n9ok,Execution finished,0,1774.0,Fast instance,170,1602
31,2024-12-19T10:33:40.674527+00:00,fwzznrcqib96,Crashing instance,0,2757.0,BM: 4395 > 3854,---,0
32,2024-12-19T10:33:40.661170+00:00,nxt2sodd7c7m,Crashing instance,0,2027.0,BM: 8441 > 3854,---,0
33,2024-12-19T10:33:40.653923+00:00,vcix9clj05y3,Execution finished,2,1733.0,Fast instance,117,1609
34,2024-12-19T10:33:42.844179+00:00,vcixwd9uw4n5,Execution finished,0,2162.0,Fast instance,256,1903
35,2024-12-19T10:33:44.637821+00:00,wtsk244ah672,Execution finished,0,1777.0,Fast instance,175,1600
36,2024-12-19T10:33:44.551398+00:00,vcixm0hxvee2,Execution finished,0,1688.0,Fast instance,174,1511
37,2024-12-19T10:33:46.998586+00:00,sb200x671yo0,Crashing instance,0,2861.0,BM: 6333 > 3854,---,0
38,2024-12-19T10:33:46.981776+00:00,784ki3xfp7ns,Crashing instance,0,2274.0,BM: 4697 > 3854,---,0
39,2024-12-19T10:33:46.961438+00:00,wtskf8np0mls,Execution finished,2,2003.0,Fast instance,79,1921
40,2024-12-19T10:33:48.457716+00:00,vcixsvcyd774,Execution finished,0,1577.0,Fast instance,63,1511
41,2024-12-19T10:33:50.152392+00:00,vcixh4kj12md,Execution finished,0,1678.0,Fast instance,104,1508
42,2024-12-19T10:33:50.061418+00:00,wtsky8wwn42h,Execution finished,0,1584.0,Fast instance,157,1424
