count,timestamp,execution_id,log,retries,execution_time,benchmark_duration,download_duration,lr_duration
0,2024-12-02T08:33:29.767824+00:00,q5z2kqkedvus,Execution finished,0,370.0,,206,84
1,2024-12-02T08:33:29.948424+00:00,5fzu97tviiv2,Execution finished,0,403.0,,266,88
2,2024-12-02T08:33:30.244430+00:00,q5z2jb1kzsv8,Execution finished,0,448.0,,77,369
3,2024-12-02T08:33:30.486197+00:00,5fzuwdg8mq9a,Execution finished,0,531.0,,109,419
4,2024-12-02T08:33:30.751167+00:00,3xlrsfw4elpt,Execution finished,0,344.0,,259,81
5,2024-12-02T08:33:30.784792+00:00,jcmn93f9v2co,Execution finished,0,345.0,,222,83
6,2024-12-02T08:33:31.352752+00:00,3xlrl01jf27w,Execution finished,0,591.0,,104,484
7,2024-12-02T08:33:31.332809+00:00,jcmnl0qvdmcn,Execution finished,0,540.0,,64,473
8,2024-12-02T08:33:31.859242+00:00,jcmnu8zbiypn,Execution finished,0,526.0,,189,334
9,2024-12-02T08:33:32.155935+00:00,3xlrm79wd1js,Execution finished,0,802.0,,201,597
10,2024-12-02T08:33:35.525626+00:00,jcmnxcm6rubo,Execution finished,0,671.0,,90,578
11,2024-12-02T08:33:35.569782+00:00,5fzuywtf7hy8,Execution finished,0,578.0,,73,502
12,2024-12-02T08:33:36.812069+00:00,okthq5oqz57k,Execution finished,0,1266.0,,651,611
13,2024-12-02T08:33:36.075882+00:00,3xlrpt157lo4,Execution finished,0,527.0,,100,423
14,2024-12-02T08:33:36.223204+00:00,q5z2pif9in6v,Execution finished,0,428.0,,66,360
15,2024-12-02T08:33:36.863545+00:00,5fzulczhflqv,Execution finished,0,623.0,,119,502
16,2024-12-02T08:33:37.489633+00:00,6qxlfm4saihh,Execution finished,0,854.0,,424,426
17,2024-12-02T08:33:38.406154+00:00,okthx2jww6i7,Execution finished,0,900.0,,285,610
18,2024-12-02T08:33:38.073746+00:00,3xlr2439d45p,Execution finished,0,562.0,,138,421
19,2024-12-02T08:33:38.690170+00:00,hlx3y9nwl6xe,Execution finished,0,755.0,,530,190
20,2024-12-02T08:33:41.103589+00:00,okthi4lkslj6,Execution finished,0,546.0,,63,480
21,2024-12-02T08:33:41.253742+00:00,3xlrnq9oxrcn,Execution finished,0,646.0,,78,565
22,2024-12-02T08:33:41.794383+00:00,okthdoihenq9,Execution finished,0,675.0,,173,498
23,2024-12-02T08:33:41.868998+00:00,3xlrf8l31unv,Execution finished,0,583.0,,167,414
24,2024-12-02T08:33:42.601282+00:00,okth5brlo2sc,Execution finished,0,691.0,,89,597
25,2024-12-02T08:33:42.324219+00:00,q5z2sdgp4bj6,Execution finished,0,411.0,,199,210
26,2024-12-02T08:33:43.167295+00:00,5fzuxcx4yskx,Execution finished,0,566.0,,63,501
27,2024-12-02T08:33:43.714050+00:00,okths6f4nwtc,Execution finished,0,529.0,,108,419
28,2024-12-02T08:33:44.127538+00:00,jcmnsdemuhvs,Execution finished,0,582.0,,178,403
29,2024-12-02T08:33:44.797430+00:00,okthisrxph6p,Execution finished,0,654.0,,152,499
30,2024-12-02T08:33:46.710386+00:00,okthdosdv7yv,Execution finished,0,574.0,,156,415
31,2024-12-02T08:33:46.873666+00:00,5fzujllqds1x,Execution finished,0,586.0,,77,508
32,2024-12-02T08:33:47.504915+00:00,okth4vp3hfz1,Execution finished,0,590.0,,121,467
33,2024-12-02T08:33:47.481175+00:00,jcmnk2z8xsne,Execution finished,0,564.0,,112,450
34,2024-12-02T08:33:48.204795+00:00,okth4we78p1p,Execution finished,0,682.0,,173,507
